Date,City,State,PM2.5,PM10,NO2,SO2,CO,O3,AQI
2024-06-27,Chennai,Tamil Nadu,78.75,175.58,38.42,12.42,0.97,42.43,175.58
2024-06-27,Bangalore,Karnataka,63.65,127.42,27.45,17.6,1.06,45.03,127.42
2024-06-27,Hyderabad,Telangana,82.7,,41.57,13.78,0.72,49.66,137.83
2024-06-27,Ahmedabad,Gujarat,116.69,214.33,57.91,17.47,1.35,37.45,214.33
2024-06-27,Pune,Maharashtra,86.82,130.29,39.8,9.05,1.21,42.43,144.71
2024-06-27,Jaipur,Rajasthan,70.3,218.33,59.6,18.21,1.91,42.75,218.33
2024-06-27,Lucknow,Uttar Pradesh,101.6,285.4,55.56,26.25,1.78,33.75,285.4
2024-06-28,Delhi,Delhi,88.06,208.93,70.41,20.57,1.67,27.34,208.93
2024-06-28,Mumbai,Maharashtra,78.61,149.62,55.23,19.59,0.92,29.5,149.62
2024-06-28,Kolkata,West Bengal,87.63,212.74,51.69,18.32,1.59,41.27,212.74
2024-06-28,Chennai,Tamil Nadu,60.42,152.68,46.7,18.7,1.07,52.41,152.68
2024-06-28,Bangalore,Karnataka,62.58,110.42,30.2,23.93,0.73,39.99,110.42
2024-06-28,Hyderabad,Telangana,83.25,123.63,49.89,14.77,1.19,48.06,138.75
2024-06-28,Ahmedabad,Gujarat,105.68,197.04,65.46,18.97,1.79,34.72,197.04
2024-06-28,Pune,Maharashtra,54.81,143.86,41.72,13.85,1.18,52.64,143.86
2024-06-28,Jaipur,Rajasthan,112.06,168.13,55.98,18.82,1.7,45.19,186.77
2024-06-28,Lucknow,Uttar Pradesh,136.21,241.83,64.41,21.75,1.55,43.33,241.83
2024-06-29,Delhi,Delhi,79.74,176.02,60.32,19.85,1.4,45.42,176.02
2024-06-29,Mumbai,Maharashtra,59.79,,28.34,16.92,1.02,36.31,99.64
2024-06-29,Kolkata,West Bengal,75.11,149.06,47.22,17.22,0.91,47.77,149.06
2024-06-29,Chennai,Tamil Nadu,43.89,110.27,32.89,18.49,0.87,45.78,110.27
2024-06-29,Bangalore,Karnataka,28.75,52.42,12.89,22.3,0.67,40.07,52.42
2024-06-29,Hyderabad,Telangana,45.53,142.34,32.74,19.72,0.99,37.83,142.34
2024-06-29,Ahmedabad,Gujarat,69.8,163.09,42.05,23.86,0.95,30.91,163.09
2024-06-29,Pune,Maharashtra,60.9,105.88,38.86,14.38,1.38,51.73,105.88
2024-06-29,Jaipur,Rajasthan,80.68,138.05,55.45,21.21,1.28,38.54,138.05
2024-06-29,Lucknow,Uttar Pradesh,93.18,146.24,41.57,23.13,1.38,42.49,155.3
2024-06-30,Delhi,Delhi,91.92,149.79,65.82,17.56,1.86,35.06,153.2
2024-06-30,Mumbai,Maharashtra,43.46,103.63,37.19,13.58,1.03,44.77,103.63
2024-06-30,Kolkata,West Bengal,66.33,73.5,33.72,14.53,0.95,37.2,110.55
2024-06-30,Chennai,Tamil Nadu,50.45,74.24,21.92,13.07,0.61,49.71,84.08
2024-06-30,Bangalore,Karnataka,35.29,139.4,32.0,15.08,1.01,39.18,139.4
2024-06-30,Hyderabad,Telangana,67.66,126.89,18.37,19.28,0.86,37.25,126.89
2024-06-30,Ahmedabad,Gujarat,78.59,161.98,37.05,26.22,1.01,44.83,161.98
2024-06-30,Pune,Maharashtra,67.65,100.43,18.8,14.31,0.7,45.69,112.75
2024-06-30,Jaipur,Rajasthan,89.28,140.78,54.43,25.79,1.05,36.69,148.8
2024-06-30,Lucknow,Uttar Pradesh,68.24,224.94,51.06,20.17,1.25,38.58,224.94
2024-07-01,Delhi,Delhi,117.37,226.75,58.12,24.47,1.65,42.08,226.75
2024-07-01,Mumbai,Maharashtra,78.02,136.04,41.62,15.08,1.16,30.68,136.04
2024-07-01,Kolkata,West Bengal,94.73,185.08,62.9,21.1,1.45,28.56,185.08
2024-07-01,Chennai,Tamil Nadu,,119.74,40.03,12.52,0.9,51.16,119.74
2024-07-01,Bangalore,Karnataka,79.12,150.12,28.4,14.2,0.56,48.85,150.12
2024-07-01,Hyderabad,Telangana,74.08,163.79,43.17,14.87,1.04,42.44,163.79
2024-07-01,Ahmedabad,Gujarat,99.66,184.55,60.08,18.73,1.38,42.32,184.55
2024-07-01,Pune,Maharashtra,89.16,100.8,37.18,12.63,0.64,56.59,148.61
2024-07-01,Jaipur,Rajasthan,98.3,174.8,62.07,15.15,1.67,33.79,174.8
2024-07-01,Lucknow,Uttar Pradesh,86.72,250.83,71.01,27.81,1.52,38.72,250.83
2024-07-02,Delhi,Delhi,130.61,236.22,52.65,25.6,2.0,43.48,236.22
2024-07-02,Mumbai,Maharashtra,85.69,215.05,46.83,16.78,1.12,36.09,215.05
2024-07-02,Kolkata,West Bengal,58.71,196.94,45.13,12.98,1.02,49.33,196.94
2024-07-02,Chennai,Tamil Nadu,37.91,124.64,44.09,15.63,1.01,45.92,124.64
2024-07-02,Bangalore,Karnataka,37.57,156.33,54.31,6.66,0.95,42.89,156.33
2024-07-02,Hyderabad,Telangana,54.45,180.9,45.68,16.39,1.13,43.73,180.9
2024-07-02,Ahmedabad,Gujarat,82.1,174.28,61.4,18.45,1.35,51.77,174.28
2024-07-02,Pune,Maharashtra,89.07,,36.96,16.48,0.74,54.15,148.44
2024-07-02,Jaipur,Rajasthan,85.1,198.07,54.52,21.74,1.4,36.98,198.07
2024-07-02,Lucknow,Uttar Pradesh,,240.65,52.36,18.87,1.25,38.33,240.65
2024-07-03,Delhi,Delhi,145.85,233.44,52.52,17.65,1.79,36.87,243.09
2024-07-03,Mumbai,Maharashtra,60.79,121.8,56.7,13.99,0.51,35.12,121.8
2024-07-03,Kolkata,West Bengal,54.19,140.2,64.81,19.47,0.85,39.87,140.2
2024-07-03,Chennai,Tamil Nadu,60.33,137.67,36.12,10.39,0.84,42.25,137.67
2024-07-03,Bangalore,Karnataka,25.25,110.99,54.41,21.32,0.56,46.66,110.99
2024-07-03,Hyderabad,Telangana,92.16,119.89,45.03,22.28,1.26,50.89,153.59
2024-07-03,Ahmedabad,Gujarat,92.51,181.02,60.06,23.6,1.53,47.84,181.02
2024-07-03,Pune,Maharashtra,93.03,139.51,45.38,18.75,0.44,52.4,155.05
2024-07-03,Jaipur,Rajasthan,101.12,178.72,41.28,18.74,1.52,31.97,178.72
2024-07-03,Lucknow,Uttar Pradesh,106.43,250.77,59.59,26.01,1.59,38.76,250.77
2024-07-04,Delhi,Delhi,120.74,212.32,56.43,18.67,1.96,43.28,212.32
2024-07-04,Mumbai,Maharashtra,49.58,174.62,35.5,14.77,1.27,40.95,174.62
2024-07-04,Kolkata,West Bengal,59.35,193.56,59.26,18.0,1.28,36.58,193.56
2024-07-04,Chennai,Tamil Nadu,85.01,138.95,37.14,11.31,0.68,40.03,141.69
2024-07-04,Bangalore,Karnataka,66.3,,40.94,12.75,0.68,46.77,110.5
2024-07-04,Hyderabad,Telangana,83.94,127.26,43.08,19.43,0.62,45.12,139.89
2024-07-04,Ahmedabad,Gujarat,86.17,189.83,47.15,25.43,1.54,36.18,189.83
2024-07-04,Pune,Maharashtra,64.85,131.89,56.46,11.12,0.95,58.97,131.89
2024-07-04,Jaipur,Rajasthan,113.49,255.94,60.26,21.94,1.26,37.41,255.94
2024-07-04,Lucknow,Uttar Pradesh,124.88,245.4,63.23,13.6,1.41,42.34,245.4
2024-07-05,Delhi,Delhi,100.35,195.74,55.11,19.97,1.65,46.98,195.74
2024-07-05,Mumbai,Maharashtra,42.65,113.13,51.82,17.54,1.04,39.36,113.13
2024-07-05,Kolkata,West Bengal,87.61,203.45,52.61,10.5,1.26,32.53,203.45
2024-07-05,Chennai,Tamil Nadu,62.69,116.09,40.32,4.92,0.65,42.56,116.09
2024-07-05,Bangalore,Karnataka,55.99,126.55,30.21,12.95,0.78,53.16,126.55
2024-07-05,Hyderabad,Telangana,69.03,133.73,43.19,13.98,0.9,30.69,133.73
2024-07-05,Ahmedabad,Gujarat,84.85,208.3,59.9,13.89,1.38,51.52,208.3
2024-07-05,Pune,Maharashtra,66.97,142.75,53.51,20.19,0.96,43.4,142.75
2024-07-05,Jaipur,Rajasthan,114.77,172.54,68.38,21.72,1.36,50.2,191.29
2024-07-05,Lucknow,Uttar Pradesh,97.64,216.55,42.79,19.91,1.52,47.8,216.55
2024-07-06,Delhi,Delhi,74.38,181.91,54.2,22.36,1.11,49.09,181.91
2024-07-06,Mumbai,Maharashtra,59.18,130.06,24.06,16.69,0.63,39.68,130.06
2024-07-06,Kolkata,West Bengal,72.4,97.41,45.43,16.32,0.97,42.63,120.67
2024-07-06,Chennai,Tamil Nadu,40.43,84.92,34.17,24.02,0.7,36.92,84.92
2024-07-06,Bangalore,Karnataka,82.48,67.37,43.35,12.39,0.34,50.1,137.47
2024-07-06,Hyderabad,Telangana,67.57,87.74,28.0,7.25,0.41,53.19,112.62
2024-07-06,Ahmedabad,Gujarat,43.71,119.6,33.56,16.84,1.01,41.11,119.6
2024-07-06,Pune,Maharashtra,49.07,100.98,35.46,16.36,0.85,47.05,100.98
2024-07-06,Jaipur,Rajasthan,74.32,174.63,53.69,22.88,0.99,39.69,174.63
2024-07-06,Lucknow,Uttar Pradesh,62.8,211.38,44.4,24.83,1.28,34.07,211.38
2024-07-07,Delhi,Delhi,108.22,200.43,38.58,22.83,1.34,38.0,200.43
2024-07-07,Mumbai,Maharashtra,91.69,120.97,33.51,14.23,0.88,28.39,152.82
2024-07-07,Kolkata,West Bengal,70.69,118.8,30.46,17.41,0.81,35.63,118.8
2024-07-07,Chennai,Tamil Nadu,32.33,120.01,20.52,13.63,0.58,54.53,120.01
2024-07-07,Bangalore,Karnataka,32.39,71.1,24.95,9.81,0.47,47.82,71.1
2024-07-07,Hyderabad,Telangana,,86.97,39.6,13.74,1.13,40.51,86.97
2024-07-07,Ahmedabad,Gujarat,59.52,120.0,32.81,13.29,0.95,47.76,120.0
2024-07-07,Pune,Maharashtra,13.64,105.53,32.93,18.11,0.66,40.43,105.53
2024-07-07,Jaipur,Rajasthan,88.12,162.62,44.54,17.66,1.06,37.43,162.62
2024-07-07,Lucknow,Uttar Pradesh,71.22,169.7,66.72,20.58,1.12,49.71,169.7
2024-07-08,Delhi,Delhi,111.72,210.8,,16.83,1.68,43.8,210.8
2024-07-08,Mumbai,Maharashtra,65.78,173.02,56.47,18.2,1.23,36.13,173.02
2024-07-08,Kolkata,West Bengal,93.43,197.19,51.74,15.99,1.13,49.34,197.19
2024-07-08,Chennai,Tamil Nadu,64.62,111.83,37.33,3.59,0.82,50.33,111.83
2024-07-08,Bangalore,Karnataka,73.09,94.98,45.58,4.6,0.88,51.82,121.81
2024-07-08,Hyderabad,Telangana,78.68,141.48,34.24,14.68,1.21,41.35,141.48
2024-07-08,Ahmedabad,Gujarat,89.45,,50.5,23.23,1.1,54.55,149.08
2024-07-08,Pune,Maharashtra,,110.94,41.07,22.65,1.3,44.68,110.94
2024-07-08,Jaipur,Rajasthan,68.49,181.38,74.12,20.02,1.28,41.47,181.38
2024-07-08,Lucknow,Uttar Pradesh,115.81,225.07,45.5,24.93,1.4,41.34,225.07
2024-07-09,Delhi,Delhi,144.85,191.29,63.59,24.01,1.73,51.68,241.41
2024-07-09,Mumbai,Maharashtra,61.37,145.73,42.28,16.84,1.22,38.23,145.73
2024-07-09,Kolkata,West Bengal,71.69,199.14,47.12,17.05,1.37,41.41,199.14
2024-07-09,Chennai,Tamil Nadu,52.1,86.47,38.35,10.69,0.85,61.33,86.83
2024-07-09,Bangalore,Karnataka,36.0,136.69,26.24,18.18,0.82,51.48,136.69
2024-07-09,Hyderabad,Telangana,66.88,112.58,44.1,18.21,1.34,40.48,112.58
2024-07-09,Ahmedabad,Gujarat,123.25,169.04,57.91,21.81,1.1,50.14,205.41
2024-07-09,Pune,Maharashtra,79.11,136.18,41.46,14.25,0.8,45.61,136.18
2024-07-09,Jaipur,Rajasthan,79.47,216.78,70.45,18.74,1.48,47.67,216.78
2024-07-09,Lucknow,Uttar Pradesh,100.04,253.84,58.26,21.82,1.26,31.24,253.84
2024-07-10,Delhi,Delhi,110.21,237.53,72.13,24.85,1.66,51.39,237.53
2024-07-10,Mumbai,Maharashtra,67.25,117.57,58.85,19.45,1.15,48.58,117.57
2024-07-10,Kolkata,West Bengal,70.11,159.54,62.41,15.15,1.02,55.42,159.54
2024-07-10,Chennai,Tamil Nadu,64.86,89.2,25.1,12.09,1.31,47.93,108.1
2024-07-10,Bangalore,Karnataka,53.19,115.31,39.5,16.47,0.51,47.56,115.31
2024-07-10,Hyderabad,Telangana,87.92,139.05,39.85,10.83,0.53,47.95,146.54
2024-07-10,Ahmedabad,Gujarat,105.59,185.45,49.68,20.74,1.07,34.55,185.45
2024-07-10,Pune,Maharashtra,82.69,141.22,41.97,11.02,0.93,54.12,141.22
2024-07-10,Jaipur,Rajasthan,115.45,233.93,50.71,14.57,1.64,44.99,233.93
2024-07-10,Lucknow,Uttar Pradesh,135.76,200.01,60.57,14.25,1.56,40.5,226.26
2024-07-11,Delhi,Delhi,111.4,215.83,72.41,23.86,1.1,39.88,215.83
2024-07-11,Mumbai,Maharashtra,73.44,161.47,50.33,19.26,1.04,44.75,161.47
2024-07-11,Kolkata,West Bengal,55.8,170.7,49.49,19.31,1.03,27.31,170.7
2024-07-11,Chennai,Tamil Nadu,71.2,103.47,46.37,11.42,1.12,61.01,118.67
2024-07-11,Bangalore,Karnataka,38.31,90.98,36.27,12.45,1.0,59.14,90.98
2024-07-11,Hyderabad,Telangana,60.02,180.89,30.45,17.49,0.99,47.55,180.89
2024-07-11,Ahmedabad,Gujarat,77.31,179.02,43.07,17.35,0.69,37.87,179.02
2024-07-11,Pune,Maharashtra,76.45,122.45,44.54,12.96,0.64,48.15,127.41
2024-07-11,Jaipur,Rajasthan,112.85,181.67,72.72,18.4,1.46,47.59,188.08
2024-07-11,Lucknow,Uttar Pradesh,113.84,170.0,56.9,18.85,1.9,39.85,189.74
2024-07-12,Delhi,Delhi,120.89,266.72,60.93,24.52,1.83,47.49,266.72
2024-07-12,Mumbai,Maharashtra,100.87,137.03,49.59,15.45,1.14,39.81,168.11
2024-07-12,Kolkata,West Bengal,91.44,133.6,55.21,15.91,1.65,39.15,152.41
2024-07-12,Chennai,Tamil Nadu,48.95,107.17,34.55,12.95,0.89,51.42,107.17
2024-07-12,Bangalore,Karnataka,45.93,95.4,34.53,17.34,0.69,46.72,95.4
2024-07-12,Hyderabad,Telangana,90.05,104.28,29.83,15.11,0.79,44.6,150.09
2024-07-12,Ahmedabad,Gujarat,103.12,181.22,55.92,18.63,1.37,36.72,181.22
2024-07-12,Pune,Maharashtra,77.59,135.3,37.26,22.08,0.96,58.26,135.3
2024-07-12,Jaipur,Rajasthan,123.18,185.13,55.14,18.55,1.15,51.74,205.29
2024-07-12,Lucknow,Uttar Pradesh,108.2,181.67,36.56,23.41,1.4,35.97,181.67
2024-07-13,Delhi,Delhi,72.45,149.67,41.84,24.0,1.37,47.88,149.67
2024-07-13,Mumbai,Maharashtra,68.25,117.37,17.82,18.09,0.77,37.56,117.37
2024-07-13,Kolkata,West Bengal,,102.79,28.04,23.01,1.2,45.0,102.79
2024-07-13,Chennai,Tamil Nadu,50.25,86.79,25.14,14.61,0.78,48.82,86.79
2024-07-13,Bangalore,Karnataka,42.38,57.99,20.42,16.0,0.39,48.02,70.63
2024-07-13,Hyderabad,Telangana,43.57,113.67,36.81,18.3,0.57,49.96,113.67
2024-07-13,Ahmedabad,Gujarat,93.31,151.57,42.48,19.42,1.21,41.68,155.52
2024-07-13,Pune,Maharashtra,35.62,97.83,22.9,8.49,0.48,45.79,97.83
2024-07-13,Jaipur,Rajasthan,68.22,124.56,30.39,20.26,1.15,47.49,124.56
2024-07-13,Lucknow,Uttar Pradesh,69.26,163.41,41.12,18.01,1.17,36.68,163.41
2024-07-14,Delhi,Delhi,80.45,163.96,39.73,22.43,1.47,32.93,163.96
2024-07-14,Mumbai,Maharashtra,46.39,121.96,23.3,14.44,0.64,41.54,121.96
2024-07-14,Kolkata,West Bengal,57.22,85.08,29.28,18.05,0.84,43.09,95.36
2024-07-14,Chennai,Tamil Nadu,58.32,114.45,33.61,13.5,0.43,55.79,114.45
2024-07-14,Bangalore,Karnataka,46.04,93.11,23.79,13.09,0.72,46.73,93.11
2024-07-14,Hyderabad,Telangana,46.37,101.95,25.44,15.13,0.54,56.41,101.95
2024-07-14,Ahmedabad,Gujarat,85.76,122.99,42.97,18.54,0.86,38.06,142.94
2024-07-14,Pune,Maharashtra,49.68,80.43,39.9,10.56,0.57,52.22,82.79
2024-07-14,Jaipur,Rajasthan,103.22,164.47,56.84,18.33,0.84,40.43,172.03
2024-07-14,Lucknow,Uttar Pradesh,92.51,176.56,35.78,20.88,1.12,47.33,176.56
2024-07-15,Delhi,Delhi,94.43,207.63,73.64,16.56,1.66,57.11,207.63
2024-07-15,Mumbai,Maharashtra,65.33,98.43,39.36,15.93,0.91,43.1,108.88
2024-07-15,Kolkata,West Bengal,110.35,118.91,48.33,12.4,1.73,47.08,183.91
2024-07-15,Chennai,Tamil Nadu,40.71,157.01,36.97,14.93,0.95,44.42,157.01
2024-07-15,Bangalore,Karnataka,48.64,137.16,19.44,16.34,0.7,49.2,137.16
2024-07-15,Hyderabad,Telangana,,133.54,46.75,16.39,1.04,47.25,133.54
2024-07-15,Ahmedabad,Gujarat,95.52,209.83,63.06,23.43,1.34,45.35,209.83
2024-07-15,Pune,Maharashtra,65.68,118.5,33.08,15.21,0.44,50.61,118.5
2024-07-15,Jaipur,Rajasthan,100.29,209.3,49.88,16.08,1.01,45.6,209.3
2024-07-15,Lucknow,Uttar Pradesh,133.7,275.54,62.6,15.4,1.54,38.63,275.54
2024-07-16,Delhi,Delhi,123.41,192.21,61.01,25.55,1.43,45.66,205.68
2024-07-16,Mumbai,Maharashtra,40.86,144.73,51.21,23.57,0.83,36.02,144.73
2024-07-16,Kolkata,West Bengal,74.27,158.53,43.76,20.56,1.05,48.57,158.53
2024-07-16,Chennai,Tamil Nadu,56.6,63.7,28.0,11.65,0.92,51.57,94.34
2024-07-16,Bangalore,Karnataka,48.27,117.71,25.9,12.24,0.65,55.73,117.71
2024-07-16,Hyderabad,Telangana,51.16,121.7,61.53,18.96,1.06,44.55,121.7
2024-07-16,Ahmedabad,Gujarat,71.71,150.84,48.2,12.06,0.93,39.49,150.84
2024-07-16,Pune,Maharashtra,43.73,108.82,53.74,6.25,0.9,52.97,108.82
2024-07-16,Jaipur,Rajasthan,109.23,194.12,53.37,20.07,1.46,34.34,194.12
2024-07-16,Lucknow,Uttar Pradesh,112.1,253.46,47.06,17.8,1.38,48.64,253.46
2024-07-17,Delhi,Delhi,106.19,189.56,38.1,14.44,1.53,38.6,189.56
2024-07-17,Mumbai,Maharashtra,88.08,157.41,37.02,22.74,0.81,51.09,157.41
2024-07-17,Kolkata,West Bengal,85.53,112.54,41.58,21.7,1.37,41.75,142.55
2024-07-17,Chennai,Tamil Nadu,41.2,96.34,49.79,19.9,0.87,47.86,96.34
2024-07-17,Bangalore,Karnataka,54.06,136.66,45.08,17.07,0.31,56.25,136.66
2024-07-17,Hyderabad,Telangana,68.04,120.85,42.48,16.68,1.19,50.63,120.85
2024-07-17,Ahmedabad,Gujarat,91.08,132.65,50.89,11.53,1.26,59.47,151.79
2024-07-17,Pune,Maharashtra,52.83,109.36,33.98,14.55,0.73,49.06,109.36
2024-07-17,Jaipur,Rajasthan,88.03,211.08,56.13,12.13,1.79,43.57,211.08
2024-07-17,Lucknow,Uttar Pradesh,111.72,,66.04,27.4,1.2,37.29,186.2
2024-07-18,Delhi,Delhi,106.25,202.93,74.85,13.95,1.39,45.74,202.93
2024-07-18,Mumbai,Maharashtra,68.95,154.06,39.51,17.33,0.79,48.55,154.06
2024-07-18,Kolkata,West Bengal,58.19,146.27,53.32,21.44,1.32,35.17,146.27
2024-07-18,Chennai,Tamil Nadu,29.2,81.31,36.82,6.67,0.88,50.93,81.31
2024-07-18,Bangalore,Karnataka,59.16,77.69,38.13,10.19,0.66,46.97,98.6
2024-07-18,Hyderabad,Telangana,68.39,94.17,45.64,17.88,1.13,35.84,113.98
2024-07-18,Ahmedabad,Gujarat,112.55,109.08,37.09,23.31,1.57,50.55,187.58
2024-07-18,Pune,Maharashtra,74.99,135.13,48.43,11.92,0.77,43.03,135.13
2024-07-18,Jaipur,Rajasthan,111.5,182.85,59.34,13.77,1.7,52.09,185.83
2024-07-18,Lucknow,Uttar Pradesh,79.03,221.45,54.92,22.43,1.73,41.75,221.45
2024-07-19,Delhi,Delhi,114.71,208.06,66.06,11.41,1.46,42.63,208.06
2024-07-19,Mumbai,Maharashtra,,135.98,40.07,9.7,0.87,34.25,135.98
2024-07-19,Kolkata,West Bengal,86.43,150.62,49.14,13.36,1.22,41.17,150.62
2024-07-19,Chennai,Tamil Nadu,,155.91,49.81,12.48,0.91,36.44,155.91
2024-07-19,Bangalore,Karnataka,28.81,96.06,32.76,14.95,0.65,51.46,96.06
2024-07-19,Hyderabad,Telangana,81.55,135.87,44.62,16.86,1.04,46.18,135.92
2024-07-19,Ahmedabad,Gujarat,69.25,182.77,48.27,11.64,1.18,55.73,182.77
2024-07-19,Pune,Maharashtra,50.85,94.9,30.48,18.85,0.96,55.28,94.9
2024-07-19,Jaipur,Rajasthan,96.85,156.26,45.45,18.71,1.68,41.79,161.41
2024-07-19,Lucknow,Uttar Pradesh,102.24,240.58,67.14,23.9,1.35,53.24,240.58
2024-07-20,Delhi,Delhi,108.52,186.03,41.57,23.1,1.2,45.34,186.03
2024-07-20,Mumbai,Maharashtra,67.38,98.04,23.08,23.48,0.54,41.61,112.31
2024-07-20,Kolkata,West Bengal,76.72,94.21,45.14,15.67,0.72,48.42,127.87
2024-07-20,Chennai,Tamil Nadu,31.35,69.45,28.64,10.46,0.62,46.44,69.45
2024-07-20,Bangalore,Karnataka,42.52,71.26,21.58,10.47,0.38,44.88,71.26
2024-07-20,Hyderabad,Telangana,13.06,74.18,28.28,14.68,0.68,57.66,74.18
2024-07-20,Ahmedabad,Gujarat,53.21,121.05,24.75,22.78,0.6,40.5,121.05
2024-07-20,Pune,Maharashtra,76.28,95.72,42.72,16.66,0.57,38.96,127.14
2024-07-20,Jaipur,Rajasthan,60.35,163.4,39.76,20.13,1.07,44.55,163.4
2024-07-20,Lucknow,Uttar Pradesh,107.74,157.22,45.79,12.03,1.13,45.94,179.56
2024-07-21,Delhi,Delhi,54.13,149.99,42.35,15.24,0.86,42.21,149.99
2024-07-21,Mumbai,Maharashtra,41.57,111.85,53.71,11.29,0.96,51.58,111.85
2024-07-21,Kolkata,West Bengal,37.74,108.34,36.18,20.02,1.04,57.39,108.34
2024-07-21,Chennai,Tamil Nadu,41.85,93.24,31.0,10.19,0.46,47.1,93.24
2024-07-21,Bangalore,Karnataka,26.29,89.7,23.11,21.0,0.6,55.45,89.7
2024-07-21,Hyderabad,Telangana,62.07,82.9,26.74,20.74,0.35,39.59,103.45
2024-07-21,Ahmedabad,Gujarat,,,39.98,18.5,0.96,41.46,49.98
2024-07-21,Pune,Maharashtra,49.21,149.65,35.42,14.75,0.53,52.52,149.65
2024-07-21,Jaipur,Rajasthan,33.38,153.58,43.27,23.98,0.84,45.91,153.58
2024-07-21,Lucknow,Uttar Pradesh,68.58,183.84,24.15,18.1,0.89,53.48,183.84
2024-07-22,Delhi,Delhi,106.03,258.21,50.12,21.71,1.4,50.06,258.21
2024-07-22,Mumbai,Maharashtra,70.6,113.88,52.82,19.77,1.02,48.24,117.66
2024-07-22,Kolkata,West Bengal,89.69,160.56,43.33,14.94,0.98,39.02,160.56
2024-07-22,Chennai,Tamil Nadu,28.44,88.44,17.71,15.67,0.28,46.23,88.44
2024-07-22,Bangalore,Karnataka,28.81,98.17,43.88,8.27,0.73,62.1,98.17
2024-07-22,Hyderabad,Telangana,50.24,130.57,45.8,14.58,0.94,32.98,130.57
2024-07-22,Ahmedabad,Gujarat,76.99,167.87,47.57,19.55,1.06,41.39,167.87
2024-07-22,Pune,Maharashtra,37.91,112.59,52.28,13.44,1.08,48.29,112.59
2024-07-22,Jaipur,Rajasthan,88.79,253.46,73.49,26.29,1.39,40.57,253.46
2024-07-22,Lucknow,Uttar Pradesh,99.35,221.41,55.22,18.81,1.3,46.23,221.41
2024-07-23,Delhi,Delhi,111.46,220.49,42.32,14.84,1.12,55.64,220.49
2024-07-23,Mumbai,Maharashtra,58.97,137.84,32.18,10.79,0.97,45.1,137.84
2024-07-23,Kolkata,West Bengal,79.88,175.67,34.73,17.13,0.9,46.12,175.67
2024-07-23,Chennai,Tamil Nadu,61.65,105.3,21.22,16.29,0.7,52.12,105.3
2024-07-23,Bangalore,Karnataka,,55.87,35.39,13.11,0.46,50.35,55.87
2024-07-23,Hyderabad,Telangana,82.2,,26.36,18.18,1.07,50.87,137.0
2024-07-23,Ahmedabad,Gujarat,91.98,173.88,43.38,18.63,1.07,37.36,173.88
2024-07-23,Pune,Maharashtra,59.88,145.97,38.92,15.33,0.87,52.54,145.97
2024-07-23,Jaipur,Rajasthan,72.21,176.97,52.8,19.52,1.6,51.52,176.97
2024-07-23,Lucknow,Uttar Pradesh,109.55,191.74,58.01,12.36,1.45,48.36,191.74
2024-07-24,Delhi,Delhi,106.82,204.69,41.44,20.11,1.41,36.7,204.69
2024-07-24,Mumbai,Maharashtra,58.34,168.7,48.57,15.57,1.08,33.37,168.7
2024-07-24,Kolkata,West Bengal,70.72,165.08,62.91,18.78,0.92,54.51,165.08
2024-07-24,Chennai,Tamil Nadu,59.08,137.35,27.74,14.93,0.61,56.47,137.35
2024-07-24,Bangalore,Karnataka,49.23,143.84,41.59,12.95,0.63,52.54,143.84
2024-07-24,Hyderabad,Telangana,43.08,138.55,37.55,15.97,0.83,51.0,138.55
2024-07-24,Ahmedabad,Gujarat,82.4,144.16,59.49,15.42,1.36,42.87,144.16
2024-07-24,Pune,Maharashtra,56.68,103.32,36.39,18.02,1.04,49.82,103.32
2024-07-24,Jaipur,Rajasthan,90.09,165.47,47.5,16.5,1.53,35.15,165.47
2024-07-24,Lucknow,Uttar Pradesh,71.62,217.38,61.4,18.71,1.28,49.16,217.38
2024-07-25,Delhi,Delhi,118.6,191.74,47.63,21.38,1.5,51.35,197.66
2024-07-25,Mumbai,Maharashtra,59.34,193.54,44.62,16.81,0.78,44.0,193.54
2024-07-25,Kolkata,West Bengal,90.39,163.47,35.87,17.07,1.13,48.87,163.47
2024-07-25,Chennai,Tamil Nadu,55.08,116.28,37.01,10.85,0.29,52.79,116.28
2024-07-25,Bangalore,Karnataka,35.54,115.66,30.4,14.07,0.63,57.2,115.66
2024-07-25,Hyderabad,Telangana,72.28,146.06,35.6,6.92,0.9,48.48,146.06
2024-07-25,Ahmedabad,Gujarat,67.76,208.43,60.95,13.51,0.93,49.56,208.43
2024-07-25,Pune,Maharashtra,83.9,140.16,33.04,23.87,0.95,52.69,140.16
2024-07-25,Jaipur,Rajasthan,83.38,183.32,54.16,13.94,1.14,50.06,183.32
2024-07-25,Lucknow,Uttar Pradesh,105.99,154.15,62.58,25.01,1.47,37.73,176.64
2024-07-26,Delhi,Delhi,92.79,180.74,49.49,21.05,1.49,50.47,180.74
2024-07-26,Mumbai,Maharashtra,50.95,140.81,41.82,13.86,1.04,38.91,140.81
2024-07-26,Kolkata,West Bengal,85.72,104.73,,17.14,1.31,47.54,142.86
2024-07-26,Chennai,Tamil Nadu,46.05,150.83,44.41,16.09,0.2,47.49,150.83
2024-07-26,Bangalore,Karnataka,48.98,70.38,34.42,14.36,0.4,59.64,81.63
2024-07-26,Hyderabad,Telangana,56.21,131.49,39.95,11.41,0.59,46.21,131.49
2024-07-26,Ahmedabad,Gujarat,70.7,136.85,57.06,20.02,1.37,39.77,136.85
